Name,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Seasonal Availability,Mannequin Piece,Version,Style,Label Themes,Villager Equippable,Filename,Internal ID,Unique Entry ID,Purchasable
athletic pants,Berry red,No,880,220,Red,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; comfy; sporty,No,BottomsTexPantsNormalJersey4,11298,HSgcZgAkXCBroWboG,1
athletic pants,Navy blue,No,880,220,Blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; comfy; sporty,No,BottomsTexPantsNormalJersey5,11299,zauG7p57gDAPSqPH4,1
athletic shorts,Red,No,560,140,Red,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; comfy; sporty,No,BottomsTexPantsHalfJersey0,4518,Pz4KvZgNanynj88ut,1
athletic shorts,Green,No,560,140,Green,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; comfy; sporty,No,BottomsTexPantsHalfJersey1,11905,Cgi5fvfgm5YEdCpNu,1
athletic shorts,Black,No,560,140,Black,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Active,outdoorsy; comfy; sporty,No,BottomsTexPantsHalfJersey2,11906,XZyRpyaiPbfw5nwTD,1
athletic shorts,Blue,No,560,140,Blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; comfy; sporty,No,BottomsTexPantsHalfJersey3,11907,omNsW8d3EgoAs3tLL,1
athletic shorts,Berry red,No,560,140,Red,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; comfy; sporty,No,BottomsTexPantsHalfJersey4,11908,QWxKgGJSnKgHEyz5Y,1
athletic shorts,Navy blue,No,560,140,Blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; comfy; sporty,No,BottomsTexPantsHalfJersey5,11909,wkX3PL2R5dYC8PNJ2,1
basketball shorts,Purple,No,980,245,Purple,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,sporty; work,No,BottomsTexPantsHalfBasketball0,5720,yTsGx7eQh4JWNdXB2,1
basketball shorts,Red,No,980,245,Red,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,sporty; work,No,BottomsTexPantsHalfBasketball1,11307,TpYJQMq2Z8tEkK2Wd,1
basketball shorts,Green,No,980,245,Green,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,sporty; work,No,BottomsTexPantsHalfBasketball2,11308,KCggjKmE8js3MG6bq,1
basketball shorts,Orange,No,980,245,Orange,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,sporty; work,No,BottomsTexPantsHalfBasketball3,11309,iHFbTwYkKaqut6RnX,1
basketball shorts,Blue,No,980,245,Blue,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,sporty; work,No,BottomsTexPantsHalfBasketball4,11310,4iB4fmJjkKNNzWJBS,1
basketball shorts,Yellow,No,980,245,Yellow,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,sporty; work,No,BottomsTexPantsHalfBasketball5,11311,zjahPrxJ4ZBRcnq74,1
basketball shorts,Light blue,No,980,245,Light blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,sporty; work,No,BottomsTexPantsHalfBasketball6,11312,iDr7MMuWGDqgsh5Be,1
basketball shorts,Black,No,980,245,Black,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,sporty; work,No,BottomsTexPantsHalfBasketball7,11313,gRj6pG26jHFQZB8TA,1
bell-bottoms,Orange,No,1320,330,Orange,Orange,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,everyday,No,BottomsTexPantsWideBellbottoms0,4364,sAGeX7YksW4qTsRz9,1
bell-bottoms,Brown,No,1320,330,Brown,Brown,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,everyday,No,BottomsTexPantsWideBellbottoms1,9270,AhZR3qCS8owvTgWS9,1
bell-bottoms,Beige,No,1320,330,Beige,Beige,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,everyday,No,BottomsTexPantsWideBellbottoms2,9271,h5fKoKik2BmT6JPAb,1
bell-bottoms,Green,No,1320,330,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Gorgeous,everyday,No,BottomsTexPantsWideBellbottoms3,9272,tn3suswYrh2ZcD649,1
bell-bottoms,Blue,No,1320,330,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,everyday,No,BottomsTexPantsWideBellbottoms4,9273,mRdLrYzxuYuP7yqB9,1
belted wraparound skirt,Yellow,No,1040,260,Yellow,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; comfy,No,BottomsTexSkirtLongWrap0,4545,6j99icX2C8n2NQSxe,1
belted wraparound skirt,Red,No,1040,260,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; comfy,No,BottomsTexSkirtLongWrap1,8721,TuKyTJdQckfqf2nae,1
belted wraparound skirt,Green,No,1040,260,Green,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; comfy,No,BottomsTexSkirtLongWrap2,8722,FCtNFz4XG85wdDcbu,1
belted wraparound skirt,Blue,No,1040,260,Blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; comfy,No,BottomsTexSkirtLongWrap3,8723,Z3y37JrC5nnCjyFgC,1
boa shorts,Purple,No,1200,300,Purple,Black,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Active,everyday; outdoorsy,No,BottomsTexPantsHalfBoa0,5419,hHHSAxKeTKy94FrLh,1
boa shorts,Avocado,No,1200,300,Green,Black,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Active,everyday; outdoorsy,No,BottomsTexPantsHalfBoa1,9114,diDTCzmh2EfcQ8Est,1
boa shorts,Beige,No,1200,300,Beige,Black,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Active,everyday; outdoorsy,No,BottomsTexPantsHalfBoa2,9115,rxrscQDTFaB6T3CS3,1
boa shorts,Blue,No,1200,300,Blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Active,everyday; outdoorsy,No,BottomsTexPantsHalfBoa3,9116,uNMeoCpWFsgQnhyGJ,1
boa shorts,Red,No,1200,300,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Active,everyday; outdoorsy,No,BottomsTexPantsHalfBoa4,9117,Ydd3mZGaYrNupaAop,1
boa shorts,Orange,No,1200,300,Orange,Black,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Yes,1.0.0,Active,everyday; outdoorsy,No,BottomsTexPantsHalfBoa5,9118,nmpe6DS922LwufDP5,1
boa shorts,Peacock blue,No,1200,300,Light blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Active,everyday; outdoorsy,No,BottomsTexPantsHalfBoa6,9119,y3bqMB4hjKdxHjeRQ,1
boa shorts,Black,No,1200,300,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Active,everyday; outdoorsy,No,BottomsTexPantsHalfBoa7,9120,3Z3cYyfhRkhmDKKKP,1
boa skirt,Green,No,1300,325,Green,Black,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Active,everyday; outdoorsy,No,BottomsTexSkirtBoxBoa0,5418,nFzxYepHxpSzdLHrw,1
boa skirt,Blue,No,1300,325,Blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Active,everyday; outdoorsy,No,BottomsTexSkirtBoxBoa1,9107,MYjHWe4KXX2bDwP6k,1
boa skirt,Purple,No,1300,325,Purple,Black,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Active,everyday; outdoorsy,No,BottomsTexSkirtBoxBoa2,9108,eSPxEhawpKLm2ceMk,1
boa skirt,Red,No,1300,325,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Active,everyday; outdoorsy,No,BottomsTexSkirtBoxBoa3,9109,ef7PeMEWM8geRb2JX,1
boa skirt,Yellow,No,1300,325,Yellow,Black,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Active,everyday; outdoorsy,No,BottomsTexSkirtBoxBoa4,9110,sBZFNvhEg4Bsi8WLM,1
boa skirt,Light blue,No,1300,325,Light blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Active,everyday; outdoorsy,No,BottomsTexSkirtBoxBoa5,9111,JzeKHWEDDS5k9KpBy,1
boa skirt,Beige,No,1300,325,Beige,Black,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Active,everyday; outdoorsy,No,BottomsTexSkirtBoxBoa6,9112,GtiB2HMiy56rLvCYA,1
boa skirt,Brown,No,1300,325,Brown,Black,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Yes,1.0.0,Active,everyday; outdoorsy,No,BottomsTexSkirtBoxBoa7,9113,uDTLrmXkDEqToQbJ3,1
bomber-style skirt,Avocado,No,1320,330,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cool,everyday; outdoorsy,No,BottomsTexSkirtLongMaone0,5722,jhqr7bGfmAXM6uK3x,1
bomber-style skirt,Black,No,1320,330,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cool,everyday; outdoorsy,No,BottomsTexSkirtLongMaone1,11663,Bp7H3PBvjLpJycCqv,1
bomber-style skirt,Blue,No,1320,330,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cool,everyday; outdoorsy,No,BottomsTexSkirtLongMaone2,11664,EQerBX3MAFt27siGH,1
bomber-style skirt,Brown,No,1320,330,Brown,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cool,everyday; outdoorsy,No,BottomsTexSkirtLongMaone3,11665,xy5EjisA8WfpzSGcW,1
botanical shorts,Black,No,700,175,Black,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Cool,comfy; vacation,No,BottomsTexPantsHalfBotanical0,5854,kFwQPwqhakmXTPHC2,1
botanical shorts,White,No,700,175,White,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Cool,comfy; vacation,No,BottomsTexPantsHalfBotanical1,9193,iDnWPtRoBpziJEEwt,1
box-pleated skirt,Light blue,No,1320,330,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; vacation,No,BottomsTexSkirtBoxBoxpleats0,5703,Rwte5DmWEbaQdQgqu,1
box-pleated skirt,Beige,No,1320,330,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; vacation,No,BottomsTexSkirtBoxBoxpleats1,11786,MXmzA39FLKtQzzCpv,1
box-pleated skirt,Red,No,1320,330,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; vacation,No,BottomsTexSkirtBoxBoxpleats2,11787,KxYmNHwegBmRL9uxJ,1
box-pleated skirt,Green,No,1320,330,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; vacation,No,BottomsTexSkirtBoxBoxpleats3,11788,LrqFHr8zsLgjDoBtZ,1
buttoned lace skirt,Yellow,No,1200,300,Yellow,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Simple,everyday; fairy tale; comfy; vacation,No,BottomsTexSkirtLongLace0,5421,n4JbiQzu22rdtdy9a,1
buttoned lace skirt,White,No,1200,300,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Yes,1.0.0,Simple,everyday; fairy tale; comfy; vacation,No,BottomsTexSkirtLongLace1,8727,hYFNGFXqrvmujTJJm,1
buttoned lace skirt,Pink,No,1200,300,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Simple,everyday; fairy tale; comfy; vacation,No,BottomsTexSkirtLongLace2,8728,sJnpKrkWcAxGxoaix,1
buttoned lace skirt,Green,No,1200,300,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Simple,everyday; fairy tale; comfy; vacation,No,BottomsTexSkirtLongLace3,8729,MYzQEa7dvMqmrWLN7,1
buttoned lace skirt,Purple,No,1200,300,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Simple,everyday; fairy tale; comfy; vacation,No,BottomsTexSkirtLongLace4,8730,tkit3npe9HwdDufJQ,1
buttoned wraparound skirt,Gray,No,1820,455,Gray,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Elegant,everyday; formal,No,BottomsTexSkirtLongWrapbicolor0,5816,MeqvzbNAieKTjMAgF,1
buttoned wraparound skirt,Blue,No,1820,455,Blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; formal,No,BottomsTexSkirtLongWrapbicolor1,8731,YYgfpmdbXNoCFzBmw,1
buttoned wraparound skirt,Orange,No,1820,455,Orange,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; formal,No,BottomsTexSkirtLongWrapbicolor2,8732,ypymB5aMKxZStb8ch,1
buttoned wraparound skirt,Pink,No,1820,455,Pink,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; formal,No,BottomsTexSkirtLongWrapbicolor3,8733,rEFFT7saJTdTb6kG8,1
buttoned wraparound skirt,Green,No,1820,455,Green,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; formal,No,BottomsTexSkirtLongWrapbicolor4,8734,JCkkAtMCEr6kaRwaH,1
buttoned wraparound skirt,Purple,No,1820,455,Purple,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; formal,No,BottomsTexSkirtLongWrapbicolor5,8735,BEqJbSTipj8WRGE55,1
camo pants,Brown,No,1300,325,Brown,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cool,everyday; outdoorsy,No,BottomsTexPantsNormalCamouflage0,3342,aNFpYieN49dxPKyYy,1
camo pants,Avocado,No,1300,325,Green,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cool,everyday; outdoorsy,No,BottomsTexPantsNormalCamouflage1,10185,qtsT4H3FaWL6rb8Pp,1
camo pants,Pink,No,1300,325,Pink,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cool,everyday; outdoorsy,No,BottomsTexPantsNormalCamouflage2,10186,nXT2XiJEx3CHegAip,1
camo pants,Blue,No,1300,325,Blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cool,everyday; outdoorsy,No,BottomsTexPantsNormalCamouflage3,10187,26N6fryHPqE2DNxTR,1
camo pants,Gray,No,1300,325,Gray,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Cool,everyday; outdoorsy,No,BottomsTexPantsNormalCamouflage4,10188,EAtqzquCLivjkZhWr,1
camo pants,Purple,No,1300,325,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cool,everyday; outdoorsy,No,BottomsTexPantsNormalCamouflage5,10189,H86rkRrvcpRorAzTf,1
camo pants,Red,No,1300,325,Red,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cool,everyday; outdoorsy,No,BottomsTexPantsNormalCamouflage6,10190,5dYWfib2BWXgC3Rc4,1
camo skirt,Brown,No,1300,325,Brown,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cool,everyday; outdoorsy,No,BottomsTexSkirtBoxCamo0,4434,q5c559aFcRKoBNr4w,1
camo skirt,Avocado,No,1300,325,Green,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cool,everyday; outdoorsy,No,BottomsTexSkirtBoxCamo1,11322,GvqcgrFieJhgy5Jpw,1
camo skirt,Pink,No,1300,325,Pink,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cool,everyday; outdoorsy,No,BottomsTexSkirtBoxCamo2,11323,oz3YufzmPiL39q4CM,1
camo skirt,Blue,No,1300,325,Blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cool,everyday; outdoorsy,No,BottomsTexSkirtBoxCamo3,11324,HpyMqkJ4oWAietZmq,1
camo skirt,Gray,No,1300,325,Gray,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cool,everyday; outdoorsy,No,BottomsTexSkirtBoxCamo4,11325,tZTrTGhi5YdxdNi8f,1
camo skirt,Purple,No,1300,325,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cool,everyday; outdoorsy,No,BottomsTexSkirtBoxCamo5,11326,BNhmc7m6TBukQNosf,1
camo skirt,Red,No,1300,325,Red,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cool,everyday; outdoorsy,No,BottomsTexSkirtBoxCamo6,11327,5vPqqjmwqkMBLpm8y,1
career skirt,Gray,No,1560,390,Gray,Gray,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,formal; work,No,BottomsTexSkirtBoxCareer0,4504,nPFtncH3euNHGz2dj,1
career skirt,Beige,No,1560,390,Beige,Beige,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,formal; work,No,BottomsTexSkirtBoxCareer1,11347,vGt7atvSCh9Qy7Mm7,1
career skirt,Peach,No,1560,390,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,formal; work,No,BottomsTexSkirtBoxCareer2,11348,adRgkTRKLohGw8obF,1
career skirt,Light blue,No,1560,390,Light blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,formal; work,No,BottomsTexSkirtBoxCareer3,11349,xNYdSrxuyczCSKPGi,1
career skirt,Pink,No,1560,390,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,formal; work,No,BottomsTexSkirtBoxCareer4,11350,tWpAfzeAvq8FBxtTW,1
career skirt,Green,No,1560,390,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,formal; work,No,BottomsTexSkirtBoxCareer5,11351,LgL59ZfDAre6HTfSx,1
career skirt,Blue,No,1560,390,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,formal; work,No,BottomsTexSkirtBoxCareer6,11352,86ca36YiBEuZeEvRS,1
career skirt,Red,No,1560,390,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,formal; work,No,BottomsTexSkirtBoxCareer7,11353,jcZP8k8ETAgyyiuh5,1
cargo pants,Avocado,No,770,192,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Simple,everyday; outdoorsy,No,BottomsTexPantsWideCargo0,3351,DDAHZHuS496kgxWwH,1
cargo pants,Beige,No,770,192,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; outdoorsy,No,BottomsTexPantsWideCargo1,9703,Fp3ffEayi79Wh6bQ7,1
cargo pants,Navy blue,No,770,192,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; outdoorsy,No,BottomsTexPantsWideCargo2,9704,E9cHhMTiduzizSpsM,1
cargo pants,Mustard,No,770,192,Yellow,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; outdoorsy,No,BottomsTexPantsWideCargo3,9705,eG7sZuGE2wp7or2Rq,1
cargo pants,Brown,No,770,192,Brown,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; outdoorsy,No,BottomsTexPantsWideCargo4,9706,oJGyRjQePhaFecQsd,1
cargo shorts,Beige,No,1080,270,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; outdoorsy; comfy; vacation,No,BottomsTexPantsHalfCargo0,4150,YcGuBwEQnJECddEic,1
cargo shorts,Navy blue,No,1080,270,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; outdoorsy; comfy; vacation,No,BottomsTexPantsHalfCargo1,8835,vEnqBX2onCbeNqtit,1
cargo shorts,Avocado,No,1080,270,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; outdoorsy; comfy; vacation,No,BottomsTexPantsHalfCargo2,8836,kNKe7u4ZsvCie9ENh,1
cargo shorts,Camel,No,1080,270,Yellow,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; outdoorsy; comfy; vacation,No,BottomsTexPantsHalfCargo3,8837,XfSgGJoDQJY77dQhg,1
cargo shorts,Brown,No,1080,270,Brown,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Simple,everyday; outdoorsy; comfy; vacation,No,BottomsTexPantsHalfCargo4,8838,7yRKReQZ3PzPXPYy3,1
casual pants,Navy blue,No,1100,275,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,No,BottomsTexPantsWideEasy0,4430,bpJ3hEuxXj9AKNHif,1
casual pants,Gray,No,1100,275,Gray,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,No,BottomsTexPantsWideEasy1,9714,Za9fHScKzquRFg3aJ,1
casual pants,Green,No,1100,275,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,No,BottomsTexPantsWideEasy2,9715,fycsBvwX3NiuWvksP,1
casual pants,Beige,No,1100,275,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,No,BottomsTexPantsWideEasy3,9716,i4JcDRnsLP5JZWuC8,1
casual pants,Black,No,1100,275,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Simple,everyday; comfy,No,BottomsTexPantsWideEasy4,9717,drkTQr6MAuptTbKBJ,1
casual pants,Brown,No,1100,275,Brown,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,No,BottomsTexPantsWideEasy5,9718,LSuTt2QkyYrdL5DmZ,1
chain pants,Red,No,1300,325,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Cool,everyday; theatrical,No,BottomsTexPantsNormalChain0,4255,S5Ra4nkP7ouR66Ruf,1
