Name,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Seasonal Availability,Mannequin Piece,Version,Style,Label Themes,Type,Villager Equippable,Filename,Internal ID,Unique Entry ID,Purchasable
bunny nose,Pink,False,560,140,Pink,Pink,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,AccessoryMouthInvisibleNose,False,AccessoryMouthRabbit0,4600,bxWYgcp2YKCdKe8Cr,1
bunny nose,Yellow,False,560,140,Yellow,Orange,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,AccessoryMouthInvisibleNose,False,AccessoryMouthRabbit1,11023,y6Dp62aNQn5ixvkwf,1
bunny nose,White,False,560,140,White,Red,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,AccessoryMouthInvisibleNose,False,AccessoryMouthRabbit2,11024,ci8RKqDmqS5wD3W5k,1
butterfly shades,Blue,False,1040,260,Black,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Cool,outdoorsy,AccessoryEye,True,AccessoryGlassButterfly0,4608,WjbaLp9JbBGYRrb6K,1
butterfly shades,Red,False,1040,260,Red,Brown,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Cool,outdoorsy,AccessoryEye,True,AccessoryGlassButterfly1,11503,AZrrNvHghPTHobKL4,1
butterfly shades,Brown,False,1040,260,Brown,Brown,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cool,outdoorsy,AccessoryEye,True,AccessoryGlassButterfly2,11504,rz3Pgs5XGNiQFa3t4,1
candy-skull mask,Purple,False,NFS,800,White,Purple,1x1,,Gulliver,,All Year,False,1.0.0,Gorgeous,formal; party; theatrical,AccessoryEyeMouthInvisibleNose,False,AccessoryGlassmouthCatrina0,5666,GT3LzQZKg29riohcP,0
candy-skull mask,Orange,False,NFS,800,White,Orange,1x1,,Gulliver,,All Year,False,1.0.0,Gorgeous,formal; party; theatrical,AccessoryEyeMouthInvisibleNose,False,AccessoryGlassmouthCatrina1,11169,xyQdqFuAkXkNs9qQ5,0
candy-skull mask,Blue,False,NFS,800,White,Light blue,1x1,,Gulliver,,All Year,False,1.0.0,Gorgeous,formal; party; theatrical,AccessoryEyeMouthInvisibleNose,False,AccessoryGlassmouthCatrina2,11170,fev4af8sNdggceyW9,0
cat nose,White,False,560,140,White,Pink,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,AccessoryMouthInvisibleNose,False,AccessoryMouthCat0,4483,45Muns9ig4dqrsFF7,1
cat nose,Brown,False,560,140,Brown,Beige,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,AccessoryMouthInvisibleNose,False,AccessoryMouthCat1,11021,CXDCEFzBdv8DwkCyM,1
cat nose,Navy blue,False,560,140,Blue,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,AccessoryMouthInvisibleNose,False,AccessoryMouthCat2,11022,ywdWXRcwKJNMMxDyj,1
cucumber pack,Green,False,490,122,Green,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Simple,comfy,AccessoryMouth,False,AccessoryMouthCucumber,4491,MhbCBrYX5fHxZWDuA,1
curly mustache,Black,False,700,175,Colorful,Colorful,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,fairy tale; formal; party,AccessoryMouthEarJaw,False,AccessoryMouthRollingmustacheBlack,4672,9tyCrNPeibcu5NLo8,1
cyber shades,Red,False,1300,325,Red,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,party; theatrical,AccessoryEye,True,AccessoryGlassCyber0,4552,3YPuxxPLkzwwNQMQd,1
cyber shades,Black,False,1300,325,Black,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,party; theatrical,AccessoryEye,True,AccessoryGlassCyber1,11498,67BAc4y8aADafp9Xk,1
cyber shades,Silver,False,1300,325,Gray,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,party; theatrical,AccessoryEye,True,AccessoryGlassCyber2,11499,AKakpCweRnd5hAsRB,1
cyber shades,Purple,False,1300,325,Purple,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,party; theatrical,AccessoryEye,True,AccessoryGlassCyber3,11500,y2svNHScnr8cNZe86,1
cyber shades,Green,False,1300,325,Green,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,party; theatrical,AccessoryEye,True,AccessoryGlassCyber4,11501,9izTCDGHSpqWrQp6T,1
cyber shades,Yellow,False,1300,325,Yellow,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,party; theatrical,AccessoryEye,True,AccessoryGlassCyber5,11502,5pk9ZMDGsEzLqp24L,1
DAL eye mask,Blue,False,NFS,1010,Blue,Blue,1x1,,Dodo Airlines,Received in mail from DAL after taking certain numbers of flights,All Year,False,1.0.0,Simple,comfy; vacation,AccessoryEye,True,AccessoryGlassDalmask0,12128,sbkqQrHpJWMEEZLSR,0
DAL sunglasses,Yellow,False,NFS,1010,Yellow,Blue,1x1,,Dodo Airlines,Received in mail from DAL after taking certain numbers of flights,All Year,False,1.0.0,Gorgeous,comfy; vacation,AccessoryEye,True,AccessoryGlassDalglass0,12129,zRnkH9B3rYNMLpiTP,0
doctor's mask,White,False,140,35,White,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; goth; comfy,AccessoryMouthEarJaw,False,AccessoryMouthMaskWhite,4451,vZDsrDRdgrbbiwi8N,1
dog nose,White,False,560,140,White,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,AccessoryMouthInvisibleNose,False,AccessoryMouthDog0,5244,moGRcnkQihHbN89Kc,1
dog nose,Beige,False,560,140,Orange,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,AccessoryMouthInvisibleNose,False,AccessoryMouthDog1,11025,zCQqXy8HLE7rDfrQf,1
dog nose,Black,False,560,140,Black,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,AccessoryMouthInvisibleNose,False,AccessoryMouthDog2,11026,9JGbmWtDA3rmjf8Kc,1
double-bridge glasses,Gold,False,1100,275,Yellow,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,comfy; vacation; work,AccessoryEye,True,AccessoryGlassDoublebridge0,4263,8QCnzjXY8KEyqf7Wa,1
double-bridge glasses,Purple,False,1100,275,Purple,Purple,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Elegant,comfy; vacation; work,AccessoryEye,True,AccessoryGlassDoublebridge1,11076,guPGRuhMyqdWYKh8d,1
double-bridge glasses,Silver,False,1100,275,Gray,Gray,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Elegant,comfy; vacation; work,AccessoryEye,True,AccessoryGlassDoublebridge2,11077,CLPEzZqr3vut85Ja4,1
double-bridge glasses,Blue,False,1100,275,Blue,Blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,comfy; vacation; work,AccessoryEye,True,AccessoryGlassDoublebridge3,11078,fD5pteAQtC8CMhq2v,1
drinking-straw glasses,Green,False,560,140,Green,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,comfy; vacation; work,AcceEyeMouth,False,AccessoryGlassmouthStraw0,5773,hMiEGoaE2jYb6kY4e,1
drinking-straw glasses,Blue,False,560,140,Light blue,Light blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,comfy; vacation; work,AcceEyeMouth,False,AccessoryGlassmouthStraw1,11010,DNij9RhiMW39MtKWF,1
drinking-straw glasses,Pink,False,560,140,Pink,Pink,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,comfy; vacation; work,AcceEyeMouth,False,AccessoryGlassmouthStraw2,11011,b4G7SFYMTs5YWJ4i5,1
drinking-straw glasses,White,False,560,140,White,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,comfy; vacation; work,AcceEyeMouth,False,AccessoryGlassmouthStraw3,11012,bQ67Xe7cQZ4PcXnNe,1
eye mask,Blue,False,560,140,Blue,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,comfy,AccessoryEye,True,AccessoryGlassMask0,4425,68oXMszxbRtGoe9tH,1
eye mask,Pink,False,560,140,Pink,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,comfy,AccessoryEye,True,AccessoryGlassMask1,11154,Ck7jeovxpJEQa9BXB,1
eye mask,Gray,False,560,140,Gray,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,comfy,AccessoryEye,True,AccessoryGlassMask2,11155,FFAmL82w7xmtQyj49,1
eye mask,Green,False,560,140,Green,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,comfy,AccessoryEye,True,AccessoryGlassMask3,11156,csWKsYtw2k9ADBQpT,1
eye mask,Orange,False,560,140,Orange,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,comfy,AccessoryEye,True,AccessoryGlassMask4,11157,Gy2FEnpkD9KrRshtd,1
eye mask,Red,False,560,140,Red,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,comfy,AccessoryEye,True,AccessoryGlassMask5,11158,DN9e9e3kPAvftJL7X,1
eye patch,Black,False,140,35,Black,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,fairy tale; goth,AccessoryOneEye,True,AccessoryGlassPatchBlack,4457,iZoTNGb8htGE8JWEw,1
facial mask,White,False,560,140,White,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,goth; comfy,AcceEyeMouth,False,AccessoryGlassmouthPackWhite,4512,KzBY9kLtwTHhHGzR3,1
fake nose,Red,False,490,122,Red,Red,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,AcceEyeMouth,False,AccessoryGlassmouthNoseRed,4496,chP2wAyDtdSTS3XrF,1
flower sunglasses,Red,False,770,192,Red,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,party; vacation,AccessoryEye,True,AccessoryGlassFlower0,5739,iJsQqLTdb4gcPwekJ,1
flower sunglasses,Orange,False,770,192,Orange,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Cute,party; vacation,AccessoryEye,True,AccessoryGlassFlower1,11228,6TygyrRpgFEJRtYAD,1
flower sunglasses,Blue,False,770,192,Blue,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,party; vacation,AccessoryEye,True,AccessoryGlassFlower2,11229,g4jdQJuTAwEgGWsyH,1
flower sunglasses,Purple,False,770,192,Purple,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,party; vacation,AccessoryEye,True,AccessoryGlassFlower3,11230,hN8mRmSqAqfBBXqsK,1
flower sunglasses,Green,False,770,192,Green,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Cute,party; vacation,AccessoryEye,True,AccessoryGlassFlower4,11231,vnNLfafLRpv9vrESq,1
food mess,Pasta,False,490,122,Orange,Beige,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,comfy,AccessoryMouth,False,AccessoryMouthPasta,5857,ErTpS7LHoG7hZ4bvn,1
funny glasses,Brown,False,1100,275,Brown,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,AccessoryEye,True,AccessoryGlassEyes0,4513,nvgwq4bKZzDoiTQzw,1
funny glasses,Pink,False,1100,275,Pink,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,AccessoryEye,True,AccessoryGlassEyes1,11008,4ASpkj55QiocnNkZ2,1
funny glasses,Blue,False,1100,275,Light blue,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,AccessoryEye,True,AccessoryGlassEyes2,11009,dio9gmQCebNSjSX89,1
gas mask,Black,False,1100,275,Black,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,goth; work,AcceEyeMouth,False,AccessoryGlassmouthGasmask0,4649,cuqWQPfsbkmXz5DuB,1
gas mask,Avocado,False,1100,275,Green,Green,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,goth; work,AcceEyeMouth,False,AccessoryGlassmouthGasmask1,11160,9K9ea2sRHMsPmcX6d,1
glass-bottle glasses,Black,False,1100,275,Black,Gray,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,comfy; work,AccessoryEye,True,AccessoryGlassBottleBlack,4282,JFtffcGH7WnPnJKtc,1
goatee,Black,False,980,245,Colorful,Colorful,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Cool,everyday; comfy; theatrical,AccessoryMouthEarJaw,False,AccessoryMouthBeardChinBlack,4676,W5S7BC9qA4QMCQEFR,1
goggles,Black,False,560,140,Black,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Active,outdoorsy; sporty; vacation,AccessoryEye,True,AccessoryGlassGoggles0,4454,3YkDq5TZm3jE8nBL9,1
goggles,Blue,False,560,140,Blue,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Active,outdoorsy; sporty; vacation,AccessoryEye,True,AccessoryGlassGoggles1,11484,gozwdhewwK4PmPGFQ,1
goggles,Pink,False,560,140,Pink,Pink,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Active,outdoorsy; sporty; vacation,AccessoryEye,True,AccessoryGlassGoggles2,11485,49s9b7jcrE8uaFEdR,1
goggles,Green,False,560,140,Green,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Active,outdoorsy; sporty; vacation,AccessoryEye,True,AccessoryGlassGoggles3,11486,sDjZobRoupcETEKeH,1
goggles,Purple,False,560,140,Purple,Purple,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Active,outdoorsy; sporty; vacation,AccessoryEye,True,AccessoryGlassGoggles4,11487,kwS6ErrZHdDNXpmbR,1
goggles,Red,False,560,140,Red,Red,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Active,outdoorsy; sporty; vacation,AccessoryEye,True,AccessoryGlassGoggles5,11488,P8X4Rnuc6WjHTrbkz,1
handlebar mustache,Black,False,1120,280,Colorful,Colorful,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Elegant,fairy tale; formal; theatrical,AccessoryMouth,False,AccessoryMouthBeardBlack,3550,HJfvmuhPDFMN8eRB2,1
heart shades,Pink,False,1040,260,Pink,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Cute,party; vacation,AccessoryEye,True,AccessoryGlassHeart0,4237,ZkwfoAxXwqiJav677,1
heart shades,Yellow,False,1040,260,Yellow,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,party; vacation,AccessoryEye,True,AccessoryGlassHeart1,11188,jvPC7gmEHvxxgmwfA,1
heart shades,Blue,False,1040,260,Light blue,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,party; vacation,AccessoryEye,True,AccessoryGlassHeart2,11189,k2fF9yEC5S3XGsXhX,1
heart shades,Purple,False,1040,260,Purple,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,party; vacation,AccessoryEye,True,AccessoryGlassHeart3,11190,3fs7r8mBn9EiGmMT7,1
heart shades,Green,False,1040,260,Green,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,party; vacation,AccessoryEye,True,AccessoryGlassHeart4,11191,CbiyKw9gGsMfYzA4g,1
HMD,White,False,2000,500,White,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,comfy,AccessoryEye,True,AccessoryGlassHmdWhite,5182,Hkcb2b5RCvgcXrHvc,1
jester's mask,Black,False,1760,440,Black,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,fairy tale; goth; party; theatrical; work,AccessoryEyeMouthInvisibleNose,False,AccessoryGlassmouthPierrot0,4678,5iGdajwpPAQ98B9eE,1
jester's mask,Red,False,1760,440,Red,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,fairy tale; goth; party; theatrical; work,AccessoryEyeMouthInvisibleNose,False,AccessoryGlassmouthPierrot1,11166,7HBtvdHttSMJiuA7W,1
jester's mask,Green,False,1760,440,Green,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,fairy tale; goth; party; theatrical; work,AccessoryEyeMouthInvisibleNose,False,AccessoryGlassmouthPierrot2,11167,LTCnc3SoDzsffayDr,1
jester's mask,Blue,False,1760,440,Blue,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,fairy tale; goth; party; theatrical; work,AccessoryEyeMouthInvisibleNose,False,AccessoryGlassmouthPierrot3,11168,Kpyk7xszcwxgdawqA,1
Labelle sunglasses,Twilight,False,2000,500,Purple,Purple,1x1,,Labelle,,All Year,False,1.0.0,Gorgeous,everyday; formal; party; theatrical; vacation,AccessoryEye,True,AccessoryGlassKate0,9887,2B4ttG2NJS7ZKRimP,1
Labelle sunglasses,Midnight,False,2000,500,Black,Black,1x1,,Labelle,,All Year,False,1.0.0,Gorgeous,everyday; formal; party; theatrical; vacation,AccessoryEye,True,AccessoryGlassKate1,11776,Pk4syNKBscFTBD2mP,1
Labelle sunglasses,Passion,False,2000,500,Red,Red,1x1,,Labelle,,All Year,False,1.0.0,Gorgeous,everyday; formal; party; theatrical; vacation,AccessoryEye,True,AccessoryGlassKate2,11777,TJqYcpQKFaPX6naSj,1
Labelle sunglasses,Ocean,False,2000,500,Blue,Blue,1x1,,Labelle,,All Year,False,1.0.0,Gorgeous,everyday; formal; party; theatrical; vacation,AccessoryEye,True,AccessoryGlassKate3,11778,yWuQ9CtGKLaG7ntW9,1
Labelle sunglasses,Sunset,False,2000,500,Yellow,Yellow,1x1,,Labelle,,All Year,False,1.0.0,Gorgeous,everyday; formal; party; theatrical; vacation,AccessoryEye,True,AccessoryGlassKate4,11779,Km6htuKWbDhQx5v2o,1
Labelle sunglasses,Love,False,2000,500,Pink,Pink,1x1,,Labelle,,All Year,False,1.0.0,Gorgeous,everyday; formal; party; theatrical; vacation,AccessoryEye,True,AccessoryGlassKate5,11780,WHaB5ZbzSPteM5KxG,1
ladder shades,Red,False,880,220,Red,Red,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,party; theatrical,AccessoryEye,True,AccessoryGlassBlind0,4464,DErjYKaqmFEkp7RQ3,1
ladder shades,Blue,False,880,220,Blue,Blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,party; theatrical,AccessoryEye,True,AccessoryGlassBlind1,11002,kbZR8T9YaP2Pb7q6P,1
ladder shades,Green,False,880,220,Green,Green,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,party; theatrical,AccessoryEye,True,AccessoryGlassBlind2,11003,wnvu2B7z7M975uCMf,1
ladder shades,Pink,False,880,220,Pink,Pink,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Active,party; theatrical,AccessoryEye,True,AccessoryGlassBlind3,11004,8wvE7HfG9HvK33nTW,1
ladder shades,Yellow,False,880,220,Yellow,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,party; theatrical,AccessoryEye,True,AccessoryGlassBlind4,11005,mcex6oPn8f8KotnrZ,1
ladder shades,Gold,False,880,220,Brown,Brown,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,party; theatrical,AccessoryEye,True,AccessoryGlassBlind5,11006,SF89YKrjwGsa5Dp7t,1
leaf,Green,True,NFS,100,Green,Green,1x1,,Crafting,,All Year,False,1.0.0,Simple,outdoorsy; comfy; vacation,AccessoryMouth,False,AccessoryMouthLeafGreen,4682,XrpTjwp94FwmvXjmE,0
