Name,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Seasonal Availability,Mannequin Piece,Version,Style,Label Themes,Type,Villager Equippable,Filename,Internal ID,Unique Entry ID,Purchasable
Aran-knit cap,Green,False,880,220,Green,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Simple,everyday; outdoorsy; comfy,HeadCap,True,CapHatAlan3,12047,fnowt95fR7QRBrux7,True
baby's hat,Baby mint,False,560,140,Light blue,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,comfy,Headgear_HasBang,False,CapBangsBonnet0,5363,rv9rW8dCfB8k73Hzr,True
baby's hat,Baby purple,False,560,140,Pink,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,comfy,Headgear_HasBang,False,CapBangsBonnet1,11853,5939Ws882wTSv7sJK,True
baby's hat,Baby yellow,False,560,140,Yellow,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,comfy,Headgear_HasBang,False,CapBangsBonnet2,11854,qk3PJdK2SZK4vsFKo,True
baby's hat,Baby green,False,560,140,Green,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,comfy,Headgear_HasBang,False,CapBangsBonnet3,11855,hADTfx6Y2hKri4obE,True
baby's hat,Baby pink,False,560,140,Red,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,comfy,Headgear_HasBang,False,CapBangsBonnet4,11856,wyPrRhtyyMtn7Hy3Y,True
baby's hat,Baby gray,False,560,140,Beige,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,comfy,Headgear_HasBang,False,CapBangsBonnet5,11857,7FLgET2RH6aejsb8v,True
baby's hat,Baby blue,False,560,140,Blue,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,comfy,Headgear_HasBang,False,CapBangsBonnet6,11858,qHj5WWwZRstJtjP2d,True
baby's hat,Baby orange,False,560,140,Orange,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,comfy,Headgear_HasBang,False,CapBangsBonnet7,11859,Pf6AxNWkC8D4BBoEN,True
balloon hat,Rainbow,False,1120,280,Colorful,Colorful,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,party; theatrical,HeadCap,True,CapHatBalloon0,5340,Y2LX2RKY9fu4DtjFs,True
balloon hat,Orange,False,1120,280,Orange,Pink,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,party; theatrical,HeadCap,True,CapHatBalloon1,11050,rWRnH9TkRg3o9xDJQ,True
balloon hat,Blue,False,1120,280,Blue,Purple,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,party; theatrical,HeadCap,True,CapHatBalloon2,11051,oKbK2uhkLaQaRnpWW,True
balloon hat,Green,False,1120,280,Green,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,party; theatrical,HeadCap,True,CapHatBalloon3,11052,CwDPA4FeLvQ44QncE,True
bamboo hat,Beige,True,,200,Beige,Beige,1x1,,Crafting,,All Year,False,1.0.0,Simple,fairy tale; outdoorsy,HeadCap,True,CapHatAjiroBeige,5143,ehxYwYvtXQ5wyi3pQ,False
barrette,Pink,False,490,122,Pink,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Elegant,everyday; fairy tale; party,HeadHairOrnament_Back,True,CapOrnamentTBarrette0,9860,BK2NAfuYfrr4womPM,True
baseball cap,Red,False,840,210,Red,Red,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; sporty; work,HeadCap,True,CapHatBaseball0,9763,Yt7QudxePYGMbwcWt,True
baseball cap,Navy blue,False,840,210,Blue,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; sporty; work,HeadCap,True,CapHatBaseball1,12092,PomndWn5sqv7fZ86a,True
baseball cap,Green,False,840,210,Green,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; sporty; work,HeadCap,True,CapHatBaseball2,12093,xYaGzJECou3ALoBz4,True
baseball cap,Orange,False,840,210,Black,Orange,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; sporty; work,HeadCap,True,CapHatBaseball3,12094,HE8xZkXbRspp6qgoE,True
baseball cap,Yellow,False,840,210,Black,Yellow,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; sporty; work,HeadCap,True,CapHatBaseball4,12095,rci5SRCfQ3Hre9vsT,True
batter's helmet,Red,False,1040,260,Red,Red,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,Headgear_NoEar,False,CapHelmetBaseball0,5366,5YfnKAsTFYFEyGCJb,True
batter's helmet,Navy blue,False,1040,260,Blue,Blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,Headgear_NoEar,False,CapHelmetBaseball1,11596,zRQ6hi9FeiQcLXwzH,True
batter's helmet,Green,False,1040,260,Green,Green,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,Headgear_NoEar,False,CapHelmetBaseball2,11597,GfWeB9jgoCTfuG9Lv,True
batter's helmet,Orange,False,1040,260,Black,Orange,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,Headgear_NoEar,False,CapHelmetBaseball3,11598,ohKfr9GPDP7QdRSnC,True
batter's helmet,Yellow,False,1040,260,Black,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,Headgear_NoEar,False,CapHelmetBaseball4,11599,4bFJaJ5S9qqevW4sx,True
bear cap,Brown,False,1120,280,Brown,Beige,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,Headgear_HasBang,False,CapBangsBear0,5330,qmkSD7yKDpFvdxcPK,True
bear cap,Black,False,1120,280,Black,Beige,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,Headgear_HasBang,False,CapBangsBear1,11704,6Lrqy6EP9zYBc9Cvj,True
bear cap,Pink,False,1120,280,Pink,Beige,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,Headgear_HasBang,False,CapBangsBear2,11705,CK638wXoN5uPsRbYJ,True
bear cap,Blue,False,1120,280,Light blue,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,Headgear_HasBang,False,CapBangsBear3,11706,MfoAxTnsMmTQBic6g,True
beret,Berry red,False,880,220,Red,Red,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Elegant,everyday; formal; party,HeadCap,True,CapHatBeret0,5260,iPsbB4mbQ899q2j57,True
beret,Blue,False,880,220,Blue,Blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,everyday; formal; party,HeadCap,True,CapHatBeret1,11523,9CLccmJpKhs7z7GsP,True
beret,Green,False,880,220,Green,Green,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,everyday; formal; party,HeadCap,True,CapHatBeret2,11524,39uW3hcrPpBpudJrm,True
beret,Mustard,False,880,220,Yellow,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,everyday; formal; party,HeadCap,True,CapHatBeret3,11525,gW77mBgBYahG3WcYf,True
beret,Gray,False,880,220,Gray,Gray,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Elegant,everyday; formal; party,HeadCap,True,CapHatBeret4,11526,RumHCxfL5TsdeSodA,True
beret,White,False,880,220,White,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Elegant,everyday; formal; party,HeadCap,True,CapHatBeret5,11527,4cJGWuLDDa2emHT9H,True
bicycle helmet,Blue,False,1100,275,Light blue,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty,HeadCap,True,CapHatCyclemet0,5282,kWrRgRFJ8PYExJvL6,True
bicycle helmet,Navy blue,False,1100,275,Blue,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty,HeadCap,True,CapHatCyclemet1,10219,tXGWFr2hrkQg6XgKy,True
bicycle helmet,Red,False,1100,275,Red,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty,HeadCap,True,CapHatCyclemet2,10220,QDn7xQHdWZ6xPh3BT,True
bicycle helmet,Lime,False,1100,275,Yellow,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty,HeadCap,True,CapHatCyclemet3,10221,mM2hGRaCP5ZaDdab6,True
bicycle helmet,Green,False,1100,275,Green,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty,HeadCap,True,CapHatCyclemet4,10222,qqDW5HCEQdMJx5H5B,True
bicycle helmet,Orange,False,1100,275,Orange,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty,HeadCap,True,CapHatCyclemet5,10223,4GFrms76iFwwqSCkm,True
bicycle helmet,Purple,False,1100,275,Purple,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty,HeadCap,True,CapHatCyclemet6,10224,D2BTXoTXvvGwzyyuF,True
bicycle helmet,Pink,False,1100,275,Pink,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty,HeadCap,True,CapHatCyclemet7,10225,RZCHqdZeoMmDoGm4m,True
birthday hat,Blue,False,,600,Light blue,White,1x1,,Birthday,,All Year,False,1.0.0,Gorgeous,party,HeadCap,True,CapHatBirthday0,4800,zndsngwExKbWTahZf,False
birthday hat,Yellow,False,,600,Yellow,White,1x1,,Birthday,,All Year,False,1.0.0,Gorgeous,party,HeadCap,True,CapHatBirthday1,11031,KxQKjRzS2zDaXTS38,False
birthday hat,Pink,False,,600,Pink,White,1x1,,Birthday,,All Year,False,1.0.0,Gorgeous,party,HeadCap,True,CapHatBirthday2,11032,SHSKySrv2c9QJHFbt,False
blue rose crown,Blue,True,,12000,Blue,Blue,1x1,,Crafting,,All Year,False,1.0.0,Cute,fairy tale; party; vacation,HeadHairOrnament_Top,True,CapOrnamentRose4,7377,FMTDb2CYPMNxEfjTu,False
bowler hat with ribbon,Blue,False,1100,275,Light blue,Light blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Elegant,fairy tale; formal; party,HeadCap,True,CapHatBowler0,5296,WERjZwsMPdiWTSW75,True
bowler hat with ribbon,Beige,False,1100,275,Beige,Beige,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Elegant,fairy tale; formal; party,HeadCap,True,CapHatBowler1,10882,Zw2YFExjKxhPLh8m9,True
bowler hat with ribbon,Green,False,1100,275,Green,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Elegant,fairy tale; formal; party,HeadCap,True,CapHatBowler2,10883,X7h5XGKTRyvZYhKvz,True
bowler hat with ribbon,Red,False,1100,275,Red,Red,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Elegant,fairy tale; formal; party,HeadCap,True,CapHatBowler3,10884,DXBymHgCPFMRd9ruP,True
bowler hat with ribbon,Pink,False,1100,275,Pink,Pink,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Elegant,fairy tale; formal; party,HeadCap,True,CapHatBowler4,10885,S6CNHQKo3qjp4rYvW,True
bridal veil,,False,4600,1150,White,Colorful,1x1,,Wedding Season,,All Year,False,1.2.0,Elegant,,Headgear_HasEar,False,CapWigWedding,5692,8bavS95pnPk55RWhq,False
bun wig,Pink,False,1440,360,Pink,Colorful,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Cute,theatrical,Headgear_HasEar,False,CapWigDoublebun0,5693,3dY6G9juEFXKBWDjL,True
bun wig,Blue,False,1440,360,Blue,Colorful,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,theatrical,Headgear_HasEar,False,CapWigDoublebun1,11888,SyzZ7uDqxmmvT5oWR,True
bun wig,Mustard,False,1440,360,Yellow,Colorful,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Cute,theatrical,Headgear_HasEar,False,CapWigDoublebun2,11889,cLo5L7JBf2GSajf58,True
bun wig,White,False,1440,360,White,Colorful,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,theatrical,Headgear_HasEar,False,CapWigDoublebun3,11890,iHzbGt8cd8noNaNhK,True
bun wig,Purple,False,1440,360,Purple,Colorful,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,theatrical,Headgear_HasEar,False,CapWigDoublebun4,11891,EB9fqNu8wNpRwg8j7,True
bun wig,Green,False,1440,360,Green,Colorful,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,theatrical,Headgear_HasEar,False,CapWigDoublebun5,11892,MaH5ns6crjCLnh4Xv,True
bun wig,Orange,False,1440,360,Orange,Colorful,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,theatrical,Headgear_HasEar,False,CapWigDoublebun6,11893,Xi5zbpjv8DuMCGhSg,True
Bunny Day crown,,True,,2400,Colorful,Colorful,1x1,,Crafting,,All Year,False,1.1.0a,Elegant,fairy tale; party; theatrical,HeadHairOrnament_Top,True,CapOrnamentCEgg0,12445,22fHRtAozAf9F7KAP,False
bunny ears,Black,False,1120,280,Black,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,HeadHairOrnament_Front,True,CapOrnamentFBunny0,7209,guAKXMvkQjACjCeko,True
bunny ears,Pink,False,1120,280,Pink,Pink,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,HeadHairOrnament_Front,True,CapOrnamentFBunny1,11902,ejbHqhzuDWKeRTJHB,True
bunny ears,Red,False,1120,280,Red,Red,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,HeadHairOrnament_Front,True,CapOrnamentFBunny2,11903,Cp6KkLFeWf2ZjrxGG,True
bunny ears,Light blue,False,1120,280,Light blue,Light blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,HeadHairOrnament_Front,True,CapOrnamentFBunny3,11904,vEGFBZeC8cs8uSHYX,True
bunny hood,Pink,False,1120,280,Pink,Pink,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party,Headgear_HasBang,False,CapBangsRabbit0,5325,kAc5WJ4RdbdwRZviu,True
bunny hood,Yellow,False,1120,280,Yellow,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party,Headgear_HasBang,False,CapBangsRabbit1,11700,56pSbKmverxwgoWyA,True
bunny hood,White,False,1120,280,White,Light blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party,Headgear_HasBang,False,CapBangsRabbit2,11701,yspHESBTkZq8CtqQ2,True
captain's hat,White,False,1680,420,White,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,formal; work,HeadCap,True,CapHatCaptainWhite,5332,hKr3Y4nRnRQQji93W,True
cat cap,Navy blue,False,980,245,Blue,Pink,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,Headgear_HasBang,False,CapBangsCat0,5326,CJzRXGT2fjMnB3Rgh,True
cat cap,Brown,False,980,245,Brown,Pink,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,Headgear_HasBang,False,CapBangsCat1,11702,dsjqz48SY6TcQ7X7e,True
cat cap,White,False,980,245,White,Pink,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,Headgear_HasBang,False,CapBangsCat2,11703,vHB8gJoaSPoCJGkLz,True
catcher's mask,Red,False,1560,390,Red,Red,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,HeadFullFace,False,CapFullfaceCatcher0,6050,8zmdbp2tBykZTALsA,True
catcher's mask,Navy blue,False,1560,390,Blue,Blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,HeadFullFace,False,CapFullfaceCatcher1,11600,T5gi3Ez88i5d6CGsS,True
catcher's mask,Green,False,1560,390,Green,Green,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,HeadFullFace,False,CapFullfaceCatcher2,11601,nP3Qibz6spPJjfzuf,True
catcher's mask,Orange,False,1560,390,Black,Orange,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,HeadFullFace,False,CapFullfaceCatcher3,11602,FiRH6PxvgXwf7RXFL,True
catcher's mask,Yellow,False,1560,390,Black,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,HeadFullFace,False,CapFullfaceCatcher4,11603,c9D7iWahWWuwwBhWm,True
cavalier hat,Blue,False,1600,400,Blue,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,fairy tale; theatrical,HeadCap,True,CapHatCavalier0,5663,LiyDo5B8daue2r4yx,True
cavalier hat,Red,False,1600,400,Red,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,fairy tale; theatrical,HeadCap,True,CapHatCavalier1,11807,jpuz4JgbGnmndBnrF,True
cavalier hat,Green,False,1600,400,Green,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,fairy tale; theatrical,HeadCap,True,CapHatCavalier2,11808,7Hsa64WDuBsf9EWNk,True
chef's hat,White,False,840,210,White,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,work,HeadCap,True,CapHatCockWhite,5140,nEKEfN4THZSYy2Fam,True
cherry hat,Red,True,,1000,Red,Green,1x1,,Crafting,,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,HeadCap,True,CapHatCherry0,9873,zAezFwCd6zTXDiLmH,False
chic mum crown,Colorful,True,,960,Pink,Purple,1x1,,Crafting,,All Year,False,1.0.0,Cute,fairy tale; party; vacation,HeadHairOrnament_Top,True,CapOrnamentMum2,5118,k3yYLEyKr9hmD482c,False
chic rose crown,Purple,True,,2880,Purple,Black,1x1,,Crafting,,All Year,False,1.0.0,Cute,fairy tale; party; vacation,HeadHairOrnament_Top,True,CapOrnamentRose3,5113,AFGYn6gsbgZv7hR7h,False
chic tulip crown,Colorful,True,,1440,Purple,Pink,1x1,,Crafting,,All Year,False,1.0.0,Cute,fairy tale; party; vacation,HeadHairOrnament_Top,True,CapOrnamentTulip2,5103,egj5MuWKmQwuikuhY,False
coin headpiece,Gold,False,,1350,Yellow,Colorful,1x1,,Gulliver,,All Year,False,1.0.0,Gorgeous,theatrical,Headgear_NoEar,False,CapHelmetCoinGold,6091,gZaTz678JajwxN46E,False
colorful striped knit cap,Red,False,880,220,Red,Colorful,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Cute,everyday; outdoorsy,HeadCap,True,CapHatColorful0,5409,9g2SAsCcRPBDN3a98,True
colorful striped knit cap,Blue,False,880,220,Blue,Colorful,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Cute,everyday; outdoorsy,HeadCap,True,CapHatColorful1,10957,MNneFtRkQ4zH3N8TD,True
colorful striped knit cap,Green,False,880,220,Green,Colorful,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Cute,everyday; outdoorsy,HeadCap,True,CapHatColorful2,10958,JvH9LbcQAaF3dFonA,True
colorful striped knit cap,Yellow,False,880,220,Yellow,Colorful,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Cute,everyday; outdoorsy,HeadCap,True,CapHatColorful3,10959,5umtCd4PB35mTEBfk,True
colorful striped knit cap,Purple,False,880,220,Purple,Colorful,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,True,1.0.0,Cute,everyday; outdoorsy,HeadCap,True,CapHatColorful4,10960,kjWy2e4uNkWHZ3o3p,True
colorful striped knit cap,Light blue,False,880,220,Light blue,Colorful,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Cute,everyday; outdoorsy,HeadCap,True,CapHatColorful5,10961,Q2bPLK8wsnwGPMxN9,True
combat helmet,Avocado,False,1120,280,Green,Green,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,outdoorsy,HeadCap,True,CapHatCombat0,5316,bThWbsCsNjRFycArk,True
combat helmet,Brown,False,1120,280,Black,Brown,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,outdoorsy,HeadCap,True,CapHatCombat1,10226,4xSCqGw5N8a9AxF6i,True
composer's wig,Hair Color,False,1680,420,Colorful,Colorful,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,fairy tale; formal; party; theatrical; work,Headgear_NoEar,False,CapHelmetMusicBlack,5696,kmehP3Am6XP3sH2KN,True
cool hyacinth crown,Blue,True,,1280,Blue,Orange,1x1,,Crafting,,All Year,False,1.0.0,Cute,fairy tale; party; vacation,HeadHairOrnament_Top,True,CapOrnamentHyacinth2,5097,95vRHFGEYo5ZGQssX,False
cool pansy crown,Colorful,True,,960,Red,Blue,1x1,,Crafting,,All Year,False,1.0.0,Cute,fairy tale; party; vacation,HeadHairOrnament_Top,True,CapOrnamentPansy2,5106,GyeNhCRzLNF33hKqh,False
cool windflower crown,Colorful,True,,960,Pink,Blue,1x1,,Crafting,,All Year,False,1.0.0,Cute,fairy tale; party; vacation,HeadHairOrnament_Top,True,CapOrnamentAnemone2,5100,8gj25M44duF3QM6Cu,False
cosmos crown,Colorful,True,,480,Colorful,Colorful,1x1,,Crafting,,All Year,False,1.0.0,Cute,fairy tale; party; vacation,HeadHairOrnament_Top,True,CapOrnamentCosmos1,5108,jF2NZPn7WLhoNzDic,False
crown,Gold,False,1000000,250000,Yellow,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,fairy tale; formal; party; theatrical,HeadHairOrnament_Peak,True,CapOrnamentAQueen0,8000,HsmAmzyoymYTYqKFg,True
cute lily crown,Colorful,True,,800,Pink,Orange,1x1,,Crafting,,All Year,False,1.0.0,Cute,fairy tale; party; vacation,HeadHairOrnament_Top,True,CapOrnamentYuri2,5115,7asbWZybHzvF3zE7j,False
cute rose crown,Colorful,True,,960,Pink,Orange,1x1,,Crafting,,All Year,False,1.0.0,Cute,fairy tale; party; vacation,HeadHairOrnament_Top,True,CapOrnamentRose2,5112,Fj9YYwxNxHsQEy9vv,False
cycling cap,Blue,False,1100,275,White,Blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,outdoorsy; sporty,HeadCap,True,CapHatCycle0,5257,3E8cqPTbQkn6s782m,True
